[60.0, ' State-gov', 194252.0, ' Masters', 14.0, ' Married-civ-spouse', ' Exec-managerial', ' Wife', ' White', ' Female', 3103.0, 0.0, 40.0, ' United-States', ' >50K']
[35.0, ' Private', 186934.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 7688.0, 0.0, 50.0, ' United-States', ' >50K']
[19.0, ' Private', 57067.0, ' HS-grad', 9.0, ' Never-married', ' Machine-op-inspct', ' Other-relative', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' <=50K']
[33.0, ' Private', 267859.0, ' HS-grad', 9.0, ' Never-married', ' Craft-repair', ' Own-child', ' White', ' Male', 0.0, 0.0, 40.0, ' El-Salvador', ' <=50K']
[51.0, ' Private', 245873.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Adm-clerical', ' Wife', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[58.0, ' Private', 267663.0, ' 7th-8th', 4.0, ' Married-civ-spouse', ' Transport-moving', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' Mexico', ' <=50K']
[59.0, ' Private', 165922.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 15024.0, 0.0, 40.0, ' United-States', ' >50K']
[59.0, ' Private', 146013.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 4064.0, 0.0, 40.0, ' United-States', ' <=50K']
[41.0, ' State-gov', 26892.0, ' Bachelors', 13.0, ' Never-married', ' Adm-clerical', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[21.0, ' Private', 285127.0, ' HS-grad', 9.0, ' Never-married', ' Handlers-cleaners', ' Not-in-family', ' Black', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[52.0, ' Federal-gov', 192065.0, ' Some-college', 10.0, ' Separated', ' Exec-managerial', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[29.0, ' Private', 276345.0, ' HS-grad', 9.0, ' Never-married', ' Prof-specialty', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[25.0, ' Private', 181666.0, ' Assoc-acdm', 12.0, ' Never-married', ' Tech-support', ' Own-child', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[54.0, ' State-gov', 137815.0, ' 12th', 8.0, ' Never-married', ' Other-service', ' Own-child', ' White', ' Male', 4101.0, 0.0, 40.0, ' United-States', ' <=50K']
[59.0, ' Private', 118358.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[22.0, ' Federal-gov', 218445.0, ' Some-college', 10.0, ' Never-married', ' Exec-managerial', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[26.0, ' Private', 176008.0, ' HS-grad', 9.0, ' Divorced', ' Adm-clerical', ' Own-child', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[32.0, ' Private', 251701.0, ' Assoc-acdm', 12.0, ' Never-married', ' Prof-specialty', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' ?', ' <=50K']
[32.0, ' Private', 295282.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 48.0, ' United-States', ' <=50K']
[27.0, ' Private', 130807.0, ' Assoc-acdm', 12.0, ' Married-civ-spouse', ' Tech-support', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[26.0, ' Private', 263444.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Machine-op-inspct', ' Husband', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' <=50K']
[28.0, ' Federal-gov', 381789.0, ' Bachelors', 13.0, ' Never-married', ' Prof-specialty', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[51.0, ' Local-gov', 116286.0, ' Masters', 14.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 0.0, 60.0, ' United-States', ' >50K']
[31.0, ' Private', 78602.0, ' Assoc-acdm', 12.0, ' Divorced', ' Other-service', ' Unmarried', ' Amer-Indian-Eskimo', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[67.0, ' ?', 159542.0, ' 5th-6th', 3.0, ' Widowed', ' ?', ' Unmarried', ' Black', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[46.0, ' Private', 136162.0, ' Assoc-voc', 11.0, ' Divorced', ' Sales', ' Unmarried', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[21.0, ' Local-gov', 193130.0, ' Some-college', 10.0, ' Never-married', ' Adm-clerical', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[49.0, ' Private', 116338.0, ' HS-grad', 9.0, ' Separated', ' Prof-specialty', ' Unmarried', ' White', ' Female', 0.0, 653.0, 60.0, ' United-States', ' <=50K']
[34.0, ' ?', 170276.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' ?', ' Wife', ' White', ' Female', 0.0, 0.0, 10.0, ' United-States', ' >50K']
[35.0, ' Self-emp-not-inc', 308874.0, ' HS-grad', 9.0, ' Never-married', ' Craft-repair', ' Not-in-family', ' Black', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[21.0, ' Private', 83704.0, ' 12th', 8.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[19.0, ' ?', 32477.0, ' Some-college', 10.0, ' Never-married', ' ?', ' Own-child', ' White', ' Male', 0.0, 0.0, 25.0, ' United-States', ' <=50K']
[58.0, ' Private', 210673.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Adm-clerical', ' Wife', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[29.0, ' Private', 273051.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 52.0, ' Yugoslavia', ' >50K']
[38.0, ' Private', 107302.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[30.0, ' Private', 248584.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[36.0, ' Local-gov', 135786.0, ' 9th', 5.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 25.0, ' United-States', ' <=50K']
[39.0, ' ?', 361838.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' ?', ' Wife', ' White', ' Female', 0.0, 0.0, 6.0, ' United-States', ' >50K']
[38.0, ' Private', 290306.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[62.0, ' ?', 54878.0, ' HS-grad', 9.0, ' Widowed', ' ?', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 25.0, ' United-States', ' <=50K']
[42.0, ' Private', 384508.0, ' 11th', 7.0, ' Divorced', ' Sales', ' Unmarried', ' White', ' Male', 1506.0, 0.0, 50.0, ' Mexico', ' <=50K']
[34.0, ' Private', 29235.0, ' Assoc-acdm', 12.0, ' Divorced', ' Prof-specialty', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[30.0, ' State-gov', 290677.0, ' Masters', 14.0, ' Never-married', ' Adm-clerical', ' Not-in-family', ' Black', ' Female', 0.0, 0.0, 20.0, ' United-States', ' <=50K']
[67.0, ' Private', 64148.0, ' Some-college', 10.0, ' Divorced', ' Other-service', ' Unmarried', ' Black', ' Female', 0.0, 0.0, 41.0, ' United-States', ' <=50K']
[37.0, ' Private', 170174.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 46.0, ' United-States', ' >50K']
[37.0, ' Self-emp-not-inc', 149230.0, ' Assoc-voc', 11.0, ' Never-married', ' Other-service', ' Own-child', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[53.0, ' Private', 162381.0, ' 1st-4th', 2.0, ' Married-civ-spouse', ' Transport-moving', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' <=50K']
[24.0, ' Private', 379066.0, ' Some-college', 10.0, ' Never-married', ' Adm-clerical', ' Not-in-family', ' White', ' Male', 0.0, 2205.0, 24.0, ' United-States', ' <=50K']
[59.0, ' Self-emp-not-inc', 199240.0, ' HS-grad', 9.0, ' Divorced', ' Prof-specialty', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 20.0, ' England', ' <=50K']
[36.0, ' Private', 226947.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[39.0, ' Private', 79331.0, ' Masters', 14.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' Asian-Pac-Islander', ' Male', 15024.0, 0.0, 40.0, ' United-States', ' >50K']
[37.0, ' Private', 259882.0, ' Assoc-voc', 11.0, ' Never-married', ' Sales', ' Unmarried', ' Black', ' Female', 0.0, 0.0, 6.0, ' United-States', ' <=50K']
[33.0, ' Private', 355856.0, ' Assoc-acdm', 12.0, ' Married-civ-spouse', ' Sales', ' Husband', ' Asian-Pac-Islander', ' Male', 0.0, 0.0, 60.0, ' United-States', ' <=50K']
[20.0, ' Private', 138938.0, ' Some-college', 10.0, ' Never-married', ' Prof-specialty', ' Own-child', ' White', ' Female', 0.0, 0.0, 10.0, ' United-States', ' <=50K']
[33.0, ' Private', 224258.0, ' 7th-8th', 4.0, ' Never-married', ' Farming-fishing', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' Mexico', ' >50K']
[31.0, ' Private', 191834.0, ' HS-grad', 9.0, ' Divorced', ' Machine-op-inspct', ' Other-relative', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[42.0, ' Private', 307638.0, ' HS-grad', 9.0, ' Divorced', ' Adm-clerical', ' Own-child', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[67.0, ' ?', 74335.0, ' HS-grad', 9.0, ' Widowed', ' ?', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 10.0, ' Germany', ' <=50K']
[20.0, ' ?', 229843.0, ' Some-college', 10.0, ' Never-married', ' ?', ' Not-in-family', ' Black', ' Female', 0.0, 0.0, 20.0, ' United-States', ' <=50K']
[28.0, ' Private', 181659.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Machine-op-inspct', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[30.0, ' Federal-gov', 59951.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Adm-clerical', ' Own-child', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[41.0, ' Private', 347653.0, ' Prof-school', 15.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 1977.0, 50.0, ' United-States', ' >50K']
[39.0, ' Private', 231141.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Machine-op-inspct', ' Husband', ' White', ' Male', 2829.0, 0.0, 40.0, ' United-States', ' <=50K']
[45.0, ' Local-gov', 326064.0, ' Some-college', 10.0, ' Divorced', ' Adm-clerical', ' Unmarried', ' Black', ' Female', 6497.0, 0.0, 35.0, ' United-States', ' <=50K']
[23.0, ' Private', 201664.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Adm-clerical', ' Other-relative', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[37.0, ' Self-emp-not-inc', 174308.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[26.0, ' Private', 89389.0, ' Some-college', 10.0, ' Divorced', ' Prof-specialty', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[47.0, ' Federal-gov', 160646.0, ' Assoc-voc', 11.0, ' Married-civ-spouse', ' Adm-clerical', ' Wife', ' White', ' Female', 0.0, 0.0, 35.0, ' United-States', ' <=50K']
[24.0, ' Private', 341294.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Machine-op-inspct', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[45.0, ' Private', 192835.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Other-service', ' Husband', ' White', ' Male', 3942.0, 0.0, 40.0, ' United-States', ' <=50K']
[48.0, ' Private', 174533.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Machine-op-inspct', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[19.0, ' Private', 66838.0, ' Some-college', 10.0, ' Never-married', ' Sales', ' Own-child', ' White', ' Female', 0.0, 0.0, 9.0, ' United-States', ' <=50K']
[64.0, ' State-gov', 201293.0, ' HS-grad', 9.0, ' Widowed', ' Adm-clerical', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 38.0, ' United-States', ' <=50K']
[47.0, ' Self-emp-not-inc', 102583.0, ' Bachelors', 13.0, ' Never-married', ' Sales', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 35.0, ' United-States', ' <=50K']
[38.0, ' Local-gov', 162613.0, ' Masters', 14.0, ' Never-married', ' Prof-specialty', ' Not-in-family', ' White', ' Female', 0.0, 2258.0, 60.0, ' United-States', ' <=50K']
[30.0, ' Private', 145714.0, ' Assoc-voc', 11.0, ' Never-married', ' Prof-specialty', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[23.0, ' Private', 204653.0, ' HS-grad', 9.0, ' Never-married', ' Handlers-cleaners', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 72.0, ' Dominican-Republic', ' <=50K']
[42.0, ' State-gov', 39586.0, ' Masters', 14.0, ' Married-civ-spouse', ' Prof-specialty', ' Wife', ' White', ' Female', 0.0, 0.0, 20.0, ' United-States', ' >50K']
[26.0, ' Private', 53833.0, ' HS-grad', 9.0, ' Never-married', ' Other-service', ' Unmarried', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[46.0, ' Private', 146919.0, ' HS-grad', 9.0, ' Separated', ' Sales', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[55.0, ' Private', 109015.0, ' Some-college', 10.0, ' Divorced', ' Adm-clerical', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 38.0, ' United-States', ' <=50K']
[46.0, ' Self-emp-inc', 62546.0, ' Doctorate', 16.0, ' Separated', ' Prof-specialty', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 35.0, ' United-States', ' <=50K']
[58.0, ' Private', 365511.0, ' Some-college', 10.0, ' Divorced', ' Machine-op-inspct', ' Not-in-family', ' Other', ' Male', 0.0, 0.0, 40.0, ' Mexico', ' <=50K']
[29.0, ' Private', 131310.0, ' Assoc-acdm', 12.0, ' Never-married', ' Sales', ' Own-child', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[41.0, ' Private', 373469.0, ' Assoc-acdm', 12.0, ' Married-civ-spouse', ' Machine-op-inspct', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[75.0, ' Self-emp-not-inc', 218521.0, ' Some-college', 10.0, ' Married-spouse-absent', ' Craft-repair', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 30.0, ' United-States', ' <=50K']
[33.0, ' Private', 179509.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Handlers-cleaners', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[37.0, ' Federal-gov', 419053.0, ' HS-grad', 9.0, ' Divorced', ' Craft-repair', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[46.0, ' Private', 155489.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Machine-op-inspct', ' Husband', ' White', ' Male', 0.0, 0.0, 43.0, ' United-States', ' >50K']
[48.0, ' Private', 240629.0, ' HS-grad', 9.0, ' Divorced', ' Transport-moving', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 65.0, ' United-States', ' <=50K']
[35.0, ' Self-emp-not-inc', 157473.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[50.0, ' Private', 181139.0, ' Some-college', 10.0, ' Never-married', ' Farming-fishing', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[32.0, ' State-gov', 147215.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Exec-managerial', ' Wife', ' White', ' Female', 0.0, 0.0, 55.0, ' United-States', ' >50K']
[26.0, ' Private', 55929.0, ' Bachelors', 13.0, ' Never-married', ' Other-service', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[23.0, ' ?', 114357.0, ' Some-college', 10.0, ' Never-married', ' ?', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[54.0, ' Self-emp-not-inc', 200960.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' >50K']
[50.0, ' Self-emp-not-inc', 42402.0, ' Prof-school', 15.0, ' Married-civ-spouse', ' Prof-specialty', ' Husband', ' White', ' Male', 0.0, 2415.0, 30.0, ' United-States', ' >50K']
[46.0, ' Private', 256522.0, ' 1st-4th', 2.0, ' Never-married', ' Machine-op-inspct', ' Own-child', ' White', ' Male', 0.0, 0.0, 40.0, ' Puerto-Rico', ' <=50K']
[24.0, ' Private', 206008.0, ' Assoc-acdm', 12.0, ' Never-married', ' Prof-specialty', ' Own-child', ' Black', ' Male', 0.0, 0.0, 20.0, ' United-States', ' <=50K']
[19.0, ' Private', 199495.0, ' HS-grad', 9.0, ' Never-married', ' Craft-repair', ' Own-child', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[43.0, ' Private', 188808.0, ' Masters', 14.0, ' Married-civ-spouse', ' Exec-managerial', ' Husband', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' >50K']
[19.0, ' Self-emp-not-inc', 47176.0, ' Some-college', 10.0, ' Never-married', ' Craft-repair', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 15.0, ' United-States', ' <=50K']
[45.0, ' Private', 102202.0, ' Assoc-voc', 11.0, ' Divorced', ' Adm-clerical', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[48.0, ' Private', 143299.0, ' HS-grad', 9.0, ' Never-married', ' Machine-op-inspct', ' Not-in-family', ' Black', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[46.0, ' Self-emp-not-inc', 113434.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[36.0, ' Private', 309122.0, ' HS-grad', 9.0, ' Divorced', ' Adm-clerical', ' Unmarried', ' White', ' Female', 0.0, 0.0, 35.0, ' United-States', ' <=50K']
[45.0, ' Private', 188386.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Handlers-cleaners', ' Husband', ' White', ' Male', 0.0, 1628.0, 45.0, ' United-States', ' <=50K']
[22.0, ' Private', 74631.0, ' Some-college', 10.0, ' Never-married', ' Handlers-cleaners', ' Own-child', ' White', ' Female', 0.0, 0.0, 13.0, ' United-States', ' <=50K']
[53.0, ' State-gov', 227392.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Protective-serv', ' Husband', ' White', ' Male', 0.0, 0.0, 60.0, ' United-States', ' <=50K']
[34.0, ' Self-emp-inc', 314375.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 60.0, ' United-States', ' >50K']
[26.0, ' Local-gov', 73392.0, ' HS-grad', 9.0, ' Never-married', ' Handlers-cleaners', ' Own-child', ' Amer-Indian-Eskimo', ' Male', 0.0, 0.0, 30.0, ' United-States', ' <=50K']
[23.0, ' Private', 82998.0, ' Some-college', 10.0, ' Never-married', ' Sales', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 30.0, ' United-States', ' <=50K']
[31.0, ' Self-emp-inc', 256362.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 3908.0, 0.0, 50.0, ' United-States', ' <=50K']
[56.0, ' Private', 367200.0, ' HS-grad', 9.0, ' Divorced', ' Craft-repair', ' Other-relative', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[34.0, ' Private', 106761.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 45.0, ' United-States', ' >50K']
[49.0, ' Self-emp-inc', 187563.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Transport-moving', ' Husband', ' White', ' Male', 0.0, 0.0, 50.0, ' United-States', ' >50K']
[27.0, ' Private', 39665.0, ' HS-grad', 9.0, ' Divorced', ' Sales', ' Unmarried', ' White', ' Female', 0.0, 0.0, 37.0, ' United-States', ' <=50K']
[54.0, ' Private', 185407.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Farming-fishing', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[38.0, ' Private', 296317.0, ' HS-grad', 9.0, ' Married-civ-spouse', ' Machine-op-inspct', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' Mexico', ' <=50K']
[42.0, ' Private', 54102.0, ' Assoc-voc', 11.0, ' Divorced', ' Adm-clerical', ' Unmarried', ' White', ' Female', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[45.0, ' Private', 194698.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Craft-repair', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' >50K']
[25.0, ' Private', 188507.0, ' 7th-8th', 4.0, ' Never-married', ' Machine-op-inspct', ' Other-relative', ' White', ' Female', 0.0, 0.0, 40.0, ' Dominican-Republic', ' <=50K']
[42.0, ' Local-gov', 180985.0, ' 10th', 6.0, ' Married-civ-spouse', ' Handlers-cleaners', ' Husband', ' White', ' Male', 99999.0, 0.0, 40.0, ' United-States', ' >50K']
[25.0, ' Private', 109609.0, ' Some-college', 10.0, ' Never-married', ' Other-service', ' Not-in-family', ' White', ' Male', 0.0, 0.0, 25.0, ' United-States', ' <=50K']
[25.0, ' Private', 209428.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 25.0, ' El-Salvador', ' <=50K']
[39.0, ' Private', 192251.0, ' 10th', 6.0, ' Divorced', ' Other-service', ' Not-in-family', ' White', ' Female', 0.0, 0.0, 60.0, ' United-States', ' <=50K']
[46.0, ' Private', 332355.0, ' Some-college', 10.0, ' Married-civ-spouse', ' Adm-clerical', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[35.0, ' Private', 331831.0, ' Bachelors', 13.0, ' Married-civ-spouse', ' Sales', ' Husband', ' White', ' Male', 0.0, 0.0, 40.0, ' United-States', ' <=50K']
[48.0, ' Private', 119471.0, ' Assoc-voc', 11.0, ' Married-civ-spouse', ' Other-service', ' Husband', ' Asian-Pac-Islander', ' Male', 0.0, 0.0, 56.0, ' Philippines', ' >50K']
[17.0, ' Private', 270587.0, ' 11th', 7.0, ' Never-married', ' Other-service', ' Own-child', ' White', ' Male', 0.0, 0.0, 20.0, ' England', ' <=50K']
